date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2024-12-24,1.0,0.9999999986530407,1.000000001373811,46303774477
2024-12-25,1.0,0.9999999985597863,1.0000000015588983,46303774477
2024-12-26,1.0,0.9999999981793302,1.0000000019686166,46303774477
2024-12-27,1.0,0.9999999976642143,1.0000000027107874,46303774477
2024-12-28,1.0,0.9999999962669988,1.0000000040886285,46303774477
2024-12-29,1.0,0.9999999951538889,1.0000000056357823,46303774477
2024-12-30,1.0,0.9999999932010674,1.0000000075002902,46303774477
2024-12-31,1.0,0.9999999914642091,1.000000009808773,46303774477
2025-01-01,1.0,0.9999999894637248,1.0000000108641145,46303774477
2025-01-02,1.0,0.9999999869856998,1.0000000134212605,46303774477
2025-01-03,1.0,0.9999999855612709,1.0000000150131774,46303774477
2025-01-04,1.0,0.9999999835946866,1.0000000177058541,46303774477
2025-01-05,1.0,0.9999999806645943,1.000000020133946,46303774477
2025-01-06,1.0,0.9999999787891967,1.0000000227660713,46303774477
2025-01-07,1.0,0.9999999757427463,1.0000000247865006,46303774477
2025-01-08,1.0,0.9999999729902458,1.0000000279416537,46303774477
2025-01-09,1.0,0.9999999695188756,1.000000030872257,46303774477
2025-01-10,1.0,0.9999999658035965,1.0000000334374484,46303774477
2025-01-11,1.0,0.9999999627289466,1.0000000377617633,46303774477
2025-01-12,1.0,0.9999999601017947,1.0000000400159168,46303774477
2025-01-13,1.0,0.9999999564784937,1.0000000428696902,46303774477
2025-01-14,1.0,0.9999999538937304,1.0000000466248011,46303774477
2025-01-15,1.0,0.9999999510470552,1.0000000502681095,46303774477
2025-01-16,1.0,0.9999999476909865,1.0000000541110927,46303774477
2025-01-17,1.0,0.9999999441352098,1.0000000571571936,46303774477
2025-01-18,1.0,0.9999999410418876,1.0000000623983232,46303774477
2025-01-19,1.0,0.9999999371117911,1.0000000664327582,46303774477
2025-01-20,1.0,0.9999999337798329,1.000000069134085,46303774477
2025-03-04,1.9999996656589085,1.999999665657362,1.999999665660227,46303862950
2025-03-05,1.9999996656589087,1.9999996656573913,1.9999996656604624,46303862950
2025-03-06,1.9999996656589092,1.9999996656572554,1.9999996656606025,46303862950
2025-03-07,1.9999996656589094,1.999999665657058,1.9999996656605694,46303862950
2025-03-08,1.9999996656589096,1.9999996656570391,1.9999996656607593,46303862950
2025-03-09,1.99999966565891,1.999999665656433,1.9999996656610841,46303862950
2025-03-10,1.9999996656589103,1.9999779279567227,1.9999997829084704,46303862950
2025-03-11,1.9999996656589105,1.9999343827995852,2.0000309946221395,46303862950
2025-03-12,1.9999996656589107,1.9998961963558943,2.0000687448040675,46303862950
2025-03-13,1.9999996656589112,1.9998461304559525,2.0001148458905997,46303862950
2025-03-14,1.9999996656589114,1.9997642342980584,2.000218205762293,46303862950
2025-03-15,1.9999996656589116,1.9996724585879662,2.0002882706156866,46303862950
2025-03-16,1.9999996656589119,1.9996071921628582,2.0003549598037336,46303862950
2025-03-17,1.9999996656589123,1.9995411839462822,2.0004273407005666,46303862950
2025-03-18,1.9999996656589125,1.9994309309002727,2.000527433113322,46303862950
2025-03-19,1.9999996656589127,1.9992930241765736,2.0006802104750907,46303862950
2025-03-20,1.9999996656589132,1.9992051291176671,2.0008186404081876,46303862950
2025-03-21,1.9999996656589134,1.9990432113587795,2.0008966468333873,46303862950
2025-03-22,1.9999996656589136,1.9989060216182681,2.000938566659907,46303862950
2025-03-23,1.9999996656589138,1.9987445137186282,2.001100618574891,46303862950
2025-03-24,1.9999996656589143,1.9986030876285616,2.0011838341635713,46303862950
2025-03-25,1.9999996656589145,1.9984986136771947,2.0013160567145745,46303862950
2025-03-26,1.9999996656589147,1.9983994366706959,2.0014789215094315,46303862950
2025-03-27,1.999999665658915,1.9983040679994202,2.0015723631047124,46303862950
2025-03-28,1.9999996656589154,1.998218368157808,2.001676041940548,46303862950
2025-03-29,1.9999996656589156,1.9980433590571967,2.0017823076546652,46303862950
2025-03-30,1.9999996656589158,1.997868328860462,2.001903297310585,46303862950
2025-03-31,1.9999996656589163,1.9976786439542538,2.0020101854156263,46303862950
2025-03-04,5.434594712288739,1.4362414360723665,9.633084808810873,46303877432
2025-03-05,4.865590756422694,0.8689428379890596,8.92737507231205,46303877432
2025-03-06,4.296586800556636,0.2428738287780407,8.510020175646794,46303877432
2025-03-07,3.727582844690591,-0.23501883453632721,8.163595374394381,46303877432
2025-03-08,3.1585788888245467,-0.9977209448155884,7.352622234265307,46303877432
2025-03-09,2.5895749329585023,-1.664067528674055,6.80970755786393,46303877432
2025-03-10,2.020570977092458,-2.0234307223968258,5.9568300966874075,46303877432
2025-03-11,1.4515670212264133,-2.510635988461083,5.746482561237513,46303877432
2025-03-12,0.8825630653603618,-3.5446079905004027,4.924564745827235,46303877432
2025-03-13,0.3135591094943173,-3.7145953346106197,4.583596470515062,46303877432
2025-03-14,-0.25544484637172715,-4.217926380926605,3.9955675539876685,46303877432
2025-03-15,-0.8244488022377716,-4.8520353556511635,3.1056363597055974,46303877432
2025-03-16,-1.393452758103816,-5.714825571725858,2.2720171468478734,46303877432
2025-03-17,-1.9624567139698605,-6.198937466898773,1.9986453560802504,46303877432
2025-03-18,-2.531460669835919,-7.018608389760086,1.8725869167879734,46303877432
2025-03-19,-3.1004646257019637,-7.4524500742435755,0.8777172299300415,46303877432
2025-03-20,-3.669468581568008,-8.09630218732182,0.5578565524909529,46303877432
2025-03-21,-4.238472537434053,-8.283228199838161,-0.2594280212137648,46303877432
2025-03-22,-4.807476493300097,-8.96392053797533,-0.764606903081418,46303877432
2025-03-23,-5.376480449166149,-9.85719953535657,-1.1751897817996748,46303877432
2025-03-24,-5.945484405032193,-10.271453984342285,-1.9688884762419054,46303877432
2025-03-25,-6.514488360898238,-10.641670089517108,-2.438469783029426,46303877432
2025-03-26,-7.083492316764289,-11.387326671748816,-2.9016176848567348,46303877432
2025-03-27,-7.6524962726303265,-11.788150408588638,-3.60182437288688,46303877432
2025-03-28,-8.221500228496378,-12.339356638320723,-4.131473456301364,46303877432
2025-03-29,-8.79050418436243,-13.178476984995216,-4.567292867133673,46303877432
2025-03-30,-9.359508140228467,-13.303774359252461,-5.1932447369981025,46303877432
2025-03-31,-9.928512096094519,-13.786035318154067,-5.920246201595068,46303877432
2024-12-31,3.9986594018922714,1.0059841893522719,6.887630745870157,46303948414
2025-01-01,4.018659914392803,1.0305064228587018,6.872502257778035,46303948414
2025-01-02,4.038660426893334,1.246811853054972,6.752236329553514,46303948414
